labels,total_transitions,horizontal_transitions,vertical_transitions,total_transitions_left,horizontal_transitions_left,vertical_transitions_left,total_transitions_right,horizontal_transitions_right,vertical_transitions_right,total_transitions_top,horizontal_transitions_top,vertical_transitions_top,total_transitions_bottom,horizontal_transitions_bottom,vertical_transitions_bottom
0,100,44,56,50,22,28,50,22,28,54,26,28,46,18,28
0,100,36,64,48,16,32,52,20,32,51,15,36,49,21,28
0,104,48,56,52,24,28,52,24,28,61,33,28,43,15,28
0,132,66,66,56,26,30,75,40,35,63,35,28,68,30,38
0,106,48,58,54,24,30,52,24,28,62,32,30,44,16,28
4,160,56,104,80,28,52,80,28,52,59,25,34,100,30,70
2,162,50,112,81,24,57,81,26,55,57,23,34,104,26,78
4,104,42,62,52,20,32,52,22,30,48,20,28,56,22,34
2,106,42,64,54,22,32,52,20,32,50,22,28,56,20,36
0,100,44,56,50,22,28,50,22,28,58,30,28,41,13,28
4,222,106,116,100,48,52,118,58,60,117,55,62,103,49,54
2,146,52,94,71,24,47,75,28,47,71,29,42,75,23,52
3,102,34,68,44,16,28,52,18,34,57,19,38,45,15,30
0,110,52,58,53,24,29,57,28,29,63,33,30,47,19,28
3,90,34,56,44,16,28,46,18,28,41,13,28,47,19,28
1,116,24,92,52,12,40,58,12,46,49,13,36,66,10,56
0,104,48,56,52,24,28,52,24,28,62,34,28,42,14,28
0,112,54,58,55,26,29,57,28,29,63,33,30,49,21,28
2,156,64,92,74,28,46,80,36,44,75,35,40,81,29,52
2,130,48,82,67,24,43,63,24,39,55,21,34,73,25,48
2,138,44,94,69,22,47,68,22,46,52,22,30,86,22,64
3,118,52,66,59,26,33,59,26,33,57,23,34,60,28,32
4,232,78,154,98,34,64,125,44,81,138,50,88,94,28,66
0,144,68,76,67,32,35,77,36,41,94,48,46,47,17,30
3,106,46,60,54,24,30,51,22,29,57,25,32,48,20,28
4,112,56,56,56,28,28,56,28,28,62,34,28,46,18,28
3,86,28,58,41,12,29,45,16,29,45,15,30,41,13,28
3,92,34,58,42,14,28,50,20,30,47,17,30,45,17,28
2,144,44,100,72,22,50,72,22,50,47,19,28,94,22,72
1,108,22,86,42,10,32,55,12,43,42,12,30,66,10,56
4,110,42,68,57,22,35,53,20,33,44,18,26,65,23,42
2,92,36,56,46,18,28,46,18,28,46,18,28,46,18,28
2,118,42,76,54,20,34,64,22,42,57,21,36,60,20,40
4,104,48,56,52,24,28,52,24,28,53,25,28,46,18,28
4,100,44,56,50,22,28,50,22,28,48,20,28,52,24,28
1,106,24,82,41,12,29,53,12,41,43,13,30,62,10,52
0,100,42,58,49,20,29,51,22,29,58,28,30,42,14,28
3,100,40,60,48,18,30,52,22,30,57,25,32,43,15,28
2,106,42,64,52,20,32,54,22,32,49,21,28,57,21,36
4,134,46,88,71,22,49,63,24,39,48,20,28,85,25,60
2,106,42,64,52,20,32,54,22,32,51,21,30,55,21,34
4,110,44,66,54,22,32,56,22,34,56,24,32,54,20,34
3,104,44,60,49,20,29,54,24,30,57,27,30,47,17,30
1,120,30,90,48,16,32,59,14,45,53,19,34,67,11,56
4,98,40,58,47,18,29,51,22,29,49,19,30,49,21,28
1,114,26,88,56,14,42,53,12,41,45,13,32,69,13,56
4,118,54,64,65,30,35,53,24,29,66,32,34,51,21,30
1,76,20,56,38,10,28,38,10,28,40,12,28,35,7,28
2,182,66,116,89,34,55,92,32,60,89,35,54,92,30,62
1,124,30,94,47,12,35,65,18,47,52,14,38,72,16,56
3,100,38,62,52,20,32,47,18,29,46,18,28,54,20,34
4,296,186,110,149,94,55,140,92,48,153,91,62,134,86,48
0,108,52,56,52,24,28,56,28,28,64,36,28,43,15,28
0,98,42,56,50,22,28,48,20,28,57,29,28,41,13,28
1,122,26,96,56,14,42,60,12,48,55,15,40,67,11,56
3,94,32,62,47,16,31,47,16,31,50,16,34,43,15,28
2,162,62,100,81,30,51,81,32,49,91,35,56,70,26,44
4,110,42,68,60,20,40,50,22,28,48,20,28,61,21,40
2,98,36,62,48,18,30,49,18,31,46,18,28,52,18,34
2,114,44,70,61,24,37,53,20,33,55,21,34,58,22,36
3,100,44,56,50,22,28,50,22,28,57,29,28,43,15,28
3,204,84,120,90,40,50,104,44,60,119,51,68,85,33,52
4,120,46,74,57,22,35,62,24,38,55,23,32,65,23,42
3,98,40,58,49,20,29,49,20,29,48,18,30,50,22,28
1,120,22,98,44,10,34,61,12,49,56,14,42,64,8,56
0,104,50,54,51,24,27,53,26,27,57,31,26,47,19,28
0,124,54,70,60,24,36,64,30,34,73,31,42,51,23,28
2,100,42,58,49,20,29,51,22,29,49,21,28,51,21,30
3,80,22,58,38,10,28,41,12,29,39,9,30,41,13,28
1,124,30,94,54,14,40,63,16,47,53,15,38,71,15,56
2,102,40,62,51,20,31,51,20,31,48,20,28,54,20,34
4,114,50,64,55,24,31,58,26,32,64,32,32,50,18,32
0,106,50,56,52,24,28,54,26,28,61,33,28,44,16,28
4,100,40,60,50,20,30,50,20,30,50,18,32,50,22,28
1,102,32,70,48,16,32,48,16,32,42,14,28,60,18,42
4,100,44,56,50,22,28,50,22,28,56,28,28,44,16,28
2,106,40,66,53,20,33,53,20,33,47,19,28,58,20,38
1,106,22,84,52,10,42,50,12,38,40,12,28,65,9,56
4,138,62,76,70,30,40,68,32,36,55,29,26,78,28,50
3,98,38,60,48,18,30,50,20,30,59,27,32,39,11,28
0,286,146,140,130,66,64,149,80,69,162,84,78,122,60,62
3,98,34,64,47,16,31,51,18,33,54,22,32,44,12,32
2,146,46,100,72,22,50,74,24,50,51,21,30,95,25,70
0,106,50,56,52,24,28,54,26,28,60,32,28,45,17,28
2,112,44,68,52,20,32,60,24,36,53,23,30,59,21,38
4,90,34,56,44,16,28,46,18,28,45,17,28,45,17,28
0,122,52,70,56,24,32,66,28,38,71,31,40,51,21,30
1,122,28,94,53,14,39,61,14,47,52,14,38,70,14,56
4,102,48,54,51,24,27,51,24,27,46,20,26,56,28,28
0,90,30,60,44,14,30,46,16,30,45,13,32,45,17,28
1,114,24,90,48,12,36,57,12,45,48,14,34,66,10,56
1,118,28,90,44,12,32,61,16,45,49,13,36,68,14,54
4,112,42,70,60,22,38,52,20,32,46,20,26,66,22,44
3,86,30,56,42,14,28,44,16,28,43,15,28,43,15,28
2,92,40,52,46,20,26,46,20,26,48,22,26,38,12,26
0,116,54,62,57,26,31,59,28,31,66,32,34,46,18,28
1,126,34,92,57,16,41,64,18,46,52,16,36,73,17,56
3,84,28,56,40,12,28,44,16,28,40,12,28,43,15,28
4,118,46,72,54,20,34,64,26,38,63,27,36,55,19,36
2,160,48,112,82,24,58,78,24,54,60,24,36,100,24,76
1,108,22,86,38,10,28,55,12,43,43,13,30,64,8,56
1,116,22,94,44,10,34,59,12,47,52,14,38,64,8,56
1,116,24,92,36,8,28,63,16,47,48,12,36,67,11,56
1,112,24,88,50,12,38,56,12,44,45,13,32,67,11,56
1,116,24,92,58,12,46,53,12,41,49,13,36,67,11,56
2,104,44,60,51,22,29,53,22,31,50,22,28,54,22,32
0,114,50,64,54,24,30,58,26,32,71,35,36,43,15,28
2,106,46,60,53,22,31,53,24,29,51,23,28,55,23,32
3,78,20,58,39,10,29,39,10,29,38,8,30,40,12,28
3,104,34,70,51,16,35,52,18,34,54,18,36,50,16,34
3,100,40,60,50,20,30,50,20,30,54,26,28,45,13,32
4,112,56,56,54,26,28,58,30,28,60,32,28,49,21,28
2,182,80,102,94,42,52,85,38,47,124,54,70,58,26,32
2,128,48,80,61,24,37,67,24,43,50,20,30,77,27,50
1,112,18,94,37,8,29,57,10,47,49,11,38,63,7,56
0,106,46,60,53,24,29,52,22,30,59,27,32,43,15,28
1,118,22,96,55,10,45,60,12,48,54,14,40,64,8,56
2,184,70,114,103,36,67,80,34,46,98,40,58,84,28,56
3,102,32,70,53,16,37,49,16,33,64,22,42,38,10,28
0,140,66,74,77,36,41,63,30,33,67,29,38,71,35,36
4,262,88,174,128,44,84,133,44,89,150,48,102,107,35,72
4,114,44,70,58,22,36,56,22,34,49,21,28,65,23,42
4,136,44,92,68,20,48,68,24,44,48,20,28,88,24,64
1,88,26,62,38,10,28,47,16,31,39,11,28,49,15,34
2,104,44,60,52,22,30,52,22,30,47,21,26,56,22,34
1,114,24,90,50,14,36,55,10,45,48,14,34,66,10,56
0,110,52,58,53,24,29,57,28,29,63,33,30,47,19,28
4,152,58,94,74,28,46,77,30,47,67,29,38,85,29,56
1,128,34,94,62,16,46,65,18,47,56,18,38,71,15,56
0,104,44,60,49,20,29,55,24,31,63,31,32,41,13,28
2,116,46,70,60,24,36,56,22,34,62,26,36,54,20,34
3,92,36,56,46,18,28,46,18,28,46,18,28,46,18,28
3,100,42,58,45,18,27,55,24,31,48,18,30,52,24,28
4,110,40,70,54,20,34,56,20,36,47,19,28,62,20,42
1,112,30,82,40,12,28,59,18,41,41,13,28,71,17,54
2,104,42,62,51,20,31,53,22,31,51,21,30,53,21,32
3,106,48,58,54,24,30,52,24,28,47,19,28,59,29,30
1,112,24,88,56,12,44,56,12,44,46,14,32,66,10,56
4,134,42,92,72,22,50,62,20,42,47,19,28,86,22,64
2,196,66,130,82,28,54,114,38,76,94,42,52,102,24,78
3,114,34,80,51,16,35,59,18,41,71,23,48,43,11,32
0,162,82,80,80,42,38,80,40,40,113,61,52,48,20,28
2,130,48,82,70,22,48,60,26,34,50,22,28,80,26,54
3,86,28,58,41,14,27,45,14,31,46,16,30,39,11,28
2,102,42,60,50,20,30,52,22,30,50,20,30,52,22,30
2,216,86,130,90,40,50,126,46,80,119,57,62,96,28,68
2,100,42,58,49,20,29,51,22,29,49,21,28,51,21,30
1,118,26,92,38,10,28,62,16,46,51,15,36,67,11,56
4,284,114,170,125,52,73,150,62,88,147,49,98,135,63,72
3,92,32,60,45,16,29,47,16,31,47,17,30,45,15,30
4,112,46,66,55,22,33,56,24,32,67,29,38,45,17,28
3,88,30,58,45,16,29,42,14,28,44,16,28,44,14,30
4,98,42,56,48,20,28,50,22,28,57,29,28,41,13,28
0,120,56,64,60,28,32,59,28,31,77,41,36,43,15,28
1,108,22,86,43,12,31,53,10,43,48,12,36,60,10,50
4,102,40,62,50,20,30,51,20,31,47,19,28,54,20,34
4,118,54,64,62,28,34,56,26,30,51,21,30,66,32,34
0,104,48,56,52,24,28,52,24,28,56,28,28,48,20,28
2,142,64,78,74,36,38,61,28,33,75,33,42,65,29,36
4,338,140,198,158,70,88,179,70,109,153,69,84,181,67,114
2,154,46,108,73,22,51,81,24,57,56,22,34,98,24,74
4,168,70,98,74,32,42,89,38,51,86,40,46,82,30,52
4,116,54,62,56,26,30,60,28,32,69,35,34,46,18,28
0,136,70,66,61,30,31,75,40,35,84,48,36,51,21,30
3,82,26,56,40,12,28,42,14,28,40,12,28,42,14,28
0,120,40,80,57,18,39,62,22,40,75,23,52,45,17,28
4,94,38,56,46,18,28,48,20,28,47,19,28,47,19,28
0,112,42,70,54,20,34,58,22,36,66,24,42,46,18,28
2,102,42,60,53,22,31,49,20,29,50,22,28,52,20,32
4,110,52,58,54,26,28,55,26,29,53,23,30,56,28,28
1,130,34,96,62,16,46,67,18,49,57,19,38,72,14,58
1,112,22,90,38,10,28,57,12,45,47,13,34,65,9,56
0,104,46,58,51,22,29,52,24,28,60,30,30,44,16,28
4,130,52,78,61,26,35,68,26,42,63,23,40,66,28,38
2,160,56,104,81,28,53,79,28,51,70,26,44,88,28,60
4,116,54,62,60,28,32,55,26,29,56,24,32,60,30,30
3,146,46,100,69,20,49,77,26,51,70,22,48,73,21,52
3,88,32,56,41,14,27,47,18,29,42,14,28,45,17,28
3,96,40,56,49,20,29,47,20,27,51,23,28,45,17,28
1,90,28,62,45,14,31,44,14,30,42,14,28,48,14,34
2,114,44,70,59,22,37,55,22,33,51,21,30,63,23,40
4,98,40,58,48,20,28,50,20,30,46,18,28,51,21,30
1,118,22,96,38,10,28,60,12,48,53,13,40,64,8,56
4,158,48,110,73,22,51,85,26,59,57,23,34,101,25,76
1,112,22,90,38,10,28,57,12,45,48,14,34,64,8,56
4,112,52,60,53,24,29,59,28,31,49,23,26,63,29,34
1,108,18,90,41,8,33,55,10,45,46,12,34,62,6,56
3,224,110,114,114,60,54,98,50,48,145,69,76,79,41,38
4,228,116,112,112,60,52,112,56,56,145,75,70,75,33,42
0,100,44,56,50,22,28,50,22,28,58,30,28,42,14,28
2,102,38,64,49,18,31,53,20,33,46,18,28,56,20,36
4,162,88,74,82,44,38,80,44,36,106,56,50,55,31,24
3,94,32,62,48,16,32,46,16,30,51,17,34,42,14,28
2,110,42,68,54,20,34,56,22,34,47,19,28,63,23,40
4,132,40,92,65,20,45,66,20,46,50,20,30,82,20,62
4,142,56,86,71,28,43,71,28,43,50,22,28,92,34,58
0,108,50,58,53,24,29,55,26,29,66,36,30,42,14,28
4,98,38,60,46,18,28,52,20,32,53,21,32,45,17,28
0,106,46,60,52,22,30,54,24,30,59,27,32,43,15,28
1,104,24,80,40,10,30,54,14,40,41,11,30,63,13,50
0,106,50,56,54,26,28,52,24,28,61,33,28,45,17,28
1,120,26,94,41,12,29,68,14,54,50,12,38,69,13,56
2,132,52,80,64,24,40,68,28,40,65,29,36,67,23,44
4,140,52,88,75,30,45,65,22,43,48,20,28,90,30,60
4,106,60,46,51,30,21,55,30,25,46,26,20,60,34,26
2,128,54,74,62,26,36,66,28,38,52,24,28,76,30,46
4,120,58,62,61,30,31,58,28,30,62,28,34,57,29,28
2,126,40,86,46,18,28,80,22,58,54,20,34,70,18,52
4,114,40,74,59,20,39,55,20,35,47,19,28,66,20,46
1,118,32,86,43,14,29,61,18,43,47,17,30,70,14,56
4,186,104,82,87,48,39,97,56,41,116,70,46,70,34,36
1,120,26,94,45,12,33,63,14,49,51,13,38,69,13,56
3,98,40,58,47,18,29,51,22,29,56,26,30,42,14,28
4,82,24,58,34,10,24,47,14,33,41,11,30,41,13,28
4,222,102,120,94,42,52,124,60,64,112,52,60,109,49,60
3,148,46,102,74,22,52,74,24,50,74,22,52,72,22,50
4,144,42,102,74,22,52,70,20,50,48,20,28,96,22,74
0,108,52,56,52,24,28,56,28,28,64,36,28,43,15,28
0,110,54,56,54,26,28,56,28,28,63,35,28,46,18,28
2,240,144,96,112,68,44,128,76,52,119,73,46,109,59,50
1,108,20,88,38,10,28,54,10,44,43,11,32,65,9,56
1,84,26,58,42,12,30,42,14,28,40,12,28,44,14,30
0,138,66,72,66,34,32,66,32,34,85,43,42,51,21,30
0,108,50,58,52,24,28,56,26,30,60,30,30,48,20,28
0,88,32,56,42,14,28,46,18,28,45,17,28,43,15,28
3,88,30,58,43,14,29,45,16,29,50,20,30,38,10,28
4,106,46,60,52,22,30,54,24,30,63,31,32,43,15,28
4,108,46,62,53,22,31,55,24,31,52,22,30,56,24,32
1,114,22,92,38,10,28,58,12,46,50,14,36,64,8,56
4,108,50,58,55,26,29,52,24,28,65,35,30,43,15,28
1,116,26,90,43,12,31,59,14,45,47,13,34,69,13,56
2,128,46,82,67,22,45,61,24,37,47,21,26,81,25,56
4,110,42,68,55,20,35,55,22,33,48,20,28,61,21,40
3,120,46,74,56,22,34,64,24,40,56,20,36,62,24,38
1,114,30,84,55,14,41,52,16,36,47,17,30,67,13,54
0,102,44,58,51,22,29,51,22,29,57,27,30,45,17,28
3,102,42,60,47,18,29,55,24,31,47,17,30,52,22,30
1,114,22,92,39,10,29,58,12,46,50,14,36,64,8,56
0,102,42,60,50,20,30,52,22,30,52,20,32,50,22,28
4,292,88,204,127,36,91,159,52,107,169,49,120,118,34,84
0,110,52,58,57,28,29,53,24,29,60,30,30,49,21,28
4,122,56,66,58,26,32,63,30,33,57,23,34,65,33,32
3,98,30,68,48,14,34,50,16,34,57,17,40,41,13,28
1,116,26,90,59,14,45,57,12,45,49,15,34,67,11,56
4,124,44,80,67,22,45,57,22,35,48,20,28,75,23,52
4,142,48,94,66,22,44,76,26,50,50,22,28,91,25,66
3,100,42,58,45,16,29,55,26,29,53,23,30,47,19,28
2,112,44,68,55,22,33,57,22,35,50,22,28,62,22,40
3,88,30,58,42,14,28,46,16,30,43,15,28,45,15,30
4,100,46,54,53,26,27,47,20,27,47,21,26,50,22,28
4,90,32,58,42,14,28,48,18,30,43,15,28,47,17,30
1,80,22,58,38,10,28,41,12,29,39,11,28,41,11,30
1,110,34,76,48,16,32,55,18,37,45,17,28,65,17,48
2,164,54,110,86,26,60,78,28,50,58,24,34,105,29,76
0,102,46,56,50,22,28,52,24,28,58,30,28,44,16,28
4,130,46,84,64,22,42,66,24,42,49,21,28,81,25,56
2,136,44,92,73,24,49,63,20,43,45,19,26,90,24,66
0,108,50,58,57,28,29,51,22,29,60,30,30,47,19,28
0,104,48,56,52,24,28,52,24,28,60,32,28,44,16,28
2,268,178,90,130,82,48,138,96,42,137,85,52,116,78,38
4,120,54,66,65,28,37,55,26,29,60,28,32,60,26,34
2,110,40,70,55,20,35,55,20,35,46,18,28,64,22,42
0,110,50,60,54,24,30,56,26,30,68,36,32,42,14,28
1,128,40,88,48,18,30,66,22,44,51,15,36,77,25,52
0,104,48,56,50,22,28,54,26,28,60,32,28,44,16,28
3,132,52,80,55,24,31,74,28,46,56,28,28,75,23,52
0,110,48,62,55,24,31,55,24,31,68,34,34,42,14,28
1,98,36,62,52,18,34,46,18,28,46,18,28,52,18,34
1,112,20,92,56,10,46,50,10,40,47,11,36,65,9,56
1,76,20,56,38,10,28,38,10,28,40,12,28,36,8,28
3,100,40,60,47,18,29,52,22,30,51,19,32,41,13,28
3,108,30,78,52,14,38,56,16,40,73,23,50,35,7,28
0,114,56,58,54,26,28,59,30,29,65,35,30,45,17,28
3,82,24,58,40,12,28,42,12,30,43,15,28,39,9,30
0,76,56,20,38,28,10,38,28,10,36,26,10,40,30,10
3,94,28,66,52,14,38,42,14,28,51,15,36,43,13,30
0,134,70,64,73,38,35,61,32,29,66,36,30,63,29,34
0,106,48,58,51,22,29,55,26,29,63,33,30,43,15,28
1,100,22,78,49,10,39,45,12,33,40,12,28,60,10,50
3,94,38,56,46,18,28,48,20,28,44,16,28,44,16,28
1,112,24,88,49,10,39,58,14,44,47,15,32,65,9,56
1,120,28,92,43,12,31,65,16,49,48,12,36,71,15,56
4,132,54,78,61,24,37,71,30,41,64,28,36,67,25,42
1,118,22,96,49,10,39,60,12,48,52,12,40,66,10,56
3,76,16,60,38,8,30,38,8,30,39,7,32,37,9,28
2,142,52,90,70,26,44,72,26,46,75,27,48,66,24,42
3,80,24,56,40,12,28,40,12,28,37,9,28,43,15,28
0,100,44,56,50,22,28,50,22,28,50,22,28,50,22,28
0,122,60,62,69,36,33,52,24,28,79,45,34,43,15,28
0,100,46,54,49,22,27,51,24,27,59,31,28,41,15,26
0,106,50,56,52,24,28,54,26,28,62,34,28,43,15,28
4,152,46,106,74,22,52,78,24,54,49,21,28,103,25,78
2,122,54,68,56,24,32,63,30,33,71,33,38,51,21,30
3,136,68,68,68,34,34,66,34,32,62,30,32,74,38,36
2,376,148,228,161,60,101,212,88,124,174,66,108,200,80,120
1,116,24,92,58,12,46,57,12,45,51,15,36,65,9,56
2,134,44,90,68,22,46,66,22,44,48,20,28,86,24,62
3,152,56,96,73,24,49,79,32,47,57,23,34,94,32,62
4,114,56,58,57,28,29,57,28,29,54,24,30,59,31,28
0,106,50,56,50,22,28,56,28,28,61,33,28,44,16,28
3,98,40,58,47,18,29,51,22,29,50,20,30,46,18,28
4,180,88,92,80,38,42,99,50,49,112,52,60,67,35,32
0,88,58,30,44,30,14,44,28,16,44,30,14,44,28,16
2,156,56,100,77,26,51,79,30,49,61,23,38,95,33,62
1,102,22,80,38,10,28,52,12,40,39,11,28,62,10,52
4,100,44,56,50,22,28,50,22,28,59,31,28,41,13,28
2,110,44,66,57,22,35,53,22,31,50,20,30,58,22,36
0,106,50,56,52,24,28,54,26,28,60,32,28,45,17,28
0,106,48,58,53,24,29,53,24,29,62,32,30,44,16,28
0,110,54,56,54,26,28,56,28,28,61,33,28,49,21,28
3,98,42,56,46,18,28,52,24,28,56,28,28,42,14,28
3,90,34,56,44,16,28,46,18,28,45,17,28,45,17,28
2,118,44,74,60,22,38,58,22,36,49,21,28,69,23,46
1,124,28,96,60,14,46,62,14,48,56,16,40,67,11,56
4,106,44,62,54,22,32,52,22,30,48,20,28,58,24,34
3,112,48,64,55,24,31,57,24,33,52,24,28,59,23,36
0,112,54,58,56,26,30,56,28,28,51,23,28,61,31,30
0,118,58,60,54,26,28,63,32,31,68,36,32,47,19,28
1,112,26,86,57,14,43,53,12,41,43,13,30,69,13,56
3,104,40,64,52,20,32,52,20,32,57,21,36,46,18,28
1,120,26,94,53,14,39,59,12,47,53,15,38,67,11,56
0,104,48,56,52,24,28,52,24,28,58,30,28,46,18,28
3,86,26,60,41,12,29,44,14,30,44,14,30,42,12,30
3,120,50,70,59,24,35,58,26,32,61,25,36,59,25,34
1,116,28,88,58,14,44,53,14,39,47,15,32,69,13,56
3,94,36,58,47,18,29,46,18,28,51,23,28,43,13,30
2,120,54,66,54,24,30,66,30,36,62,28,34,58,26,32
1,108,20,88,52,10,42,54,10,44,45,13,32,62,6,56
1,116,22,94,55,10,45,59,12,47,52,14,38,64,8,56
2,148,48,100,74,24,50,74,24,50,72,24,48,76,24,52
4,204,96,108,117,56,61,84,40,44,91,41,50,111,53,58
3,108,22,86,38,10,28,56,12,44,44,10,34,64,12,52
2,134,46,88,76,22,54,58,24,34,49,21,28,85,25,60
0,106,48,58,51,22,29,55,26,29,63,33,30,43,15,28
0,144,50,94,66,22,44,73,28,45,62,30,32,82,20,62
1,144,40,104,45,16,29,79,24,55,76,26,50,68,14,54
4,276,122,154,158,66,92,110,56,54,169,81,88,106,40,66
1,104,24,80,52,12,40,47,12,35,41,13,28,63,11,52
2,118,44,74,53,20,33,64,24,40,50,20,30,67,23,44
2,116,48,68,55,22,33,60,26,34,53,23,30,63,25,38
0,104,48,56,50,22,28,54,26,28,63,35,28,41,13,28
4,154,58,96,75,28,47,79,30,49,54,26,28,100,32,68
4,122,54,68,58,24,34,64,30,34,53,23,30,69,31,38
0,106,50,56,49,22,27,56,28,28,61,33,28,45,17,28
2,146,46,100,73,22,51,73,24,49,62,22,40,83,23,60
4,110,48,62,56,24,32,54,24,30,54,26,28,55,21,34
2,140,48,92,66,24,42,74,24,50,51,23,28,89,25,64
0,112,50,62,60,26,34,52,24,28,69,35,34,43,15,28
0,104,46,58,51,22,29,53,24,29,60,30,30,44,16,28
4,92,36,56,46,18,28,46,18,28,45,17,28,47,19,28
1,96,22,74,49,12,37,38,10,28,40,12,28,56,10,46
3,94,34,60,49,18,31,45,16,29,46,16,30,48,18,30
2,102,42,60,50,20,30,52,22,30,49,21,28,53,21,32
4,124,62,62,59,30,29,65,32,33,56,26,30,67,35,32
3,84,26,58,40,12,28,43,14,29,44,16,28,40,10,30
0,126,48,78,61,22,39,63,26,37,79,29,50,47,19,28
4,104,48,56,52,24,28,52,24,28,62,34,28,42,14,28
1,118,22,96,39,10,29,60,12,48,54,14,40,64,8,56
4,98,42,56,48,20,28,50,22,28,57,29,28,40,12,28
2,114,42,72,54,20,34,60,22,38,48,20,28,66,22,44
3,94,36,58,44,16,28,50,20,30,54,24,30,39,11,28
0,106,44,62,51,20,31,54,24,30,58,24,34,48,20,28
2,114,44,70,63,22,41,51,22,29,48,20,28,66,24,42
2,146,64,82,66,30,36,78,34,44,74,32,42,72,32,40
3,94,38,56,46,18,28,48,20,28,44,16,28,49,21,28
4,102,46,56,50,22,28,52,24,28,55,27,28,43,15,28
4,112,44,68,57,22,35,55,22,33,48,20,28,63,23,40
4,96,40,56,48,20,28,48,20,28,46,18,28,50,22,28
0,112,52,60,54,24,30,58,28,30,67,35,32,45,17,28
0,108,50,58,54,24,30,54,26,28,57,27,30,47,19,28
3,86,30,56,42,14,28,44,16,28,43,15,28,43,15,28
2,106,38,68,53,18,35,53,20,33,46,18,28,60,20,40
0,92,34,58,47,18,29,45,16,29,45,15,30,47,19,28
1,126,32,94,58,16,42,63,16,47,56,18,38,70,14,56
0,114,54,60,56,26,30,58,28,30,69,37,32,45,17,28
0,104,48,56,50,22,28,54,26,28,61,33,28,43,15,28
2,110,48,62,55,24,31,54,24,30,53,23,30,56,24,32
4,114,58,56,56,28,28,58,30,28,65,37,28,49,21,28
3,82,26,56,40,12,28,42,14,28,45,17,28,37,9,28
3,92,34,58,45,16,29,47,18,29,50,20,30,42,14,28
4,116,40,76,59,20,39,57,20,37,47,19,28,69,21,48
3,110,40,70,53,18,35,57,22,35,62,20,42,48,20,28
3,112,40,72,55,20,35,57,20,37,64,20,44,48,20,28
4,178,58,120,100,30,70,78,28,50,96,36,60,80,20,60
2,120,46,74,61,22,39,59,24,35,49,21,28,71,25,46
2,118,44,74,66,22,44,52,22,30,47,21,26,71,23,48
2,140,54,86,76,28,48,64,26,38,63,25,38,77,29,48
2,118,40,78,61,20,41,57,20,37,48,20,28,70,20,50
2,106,40,66,52,20,32,54,20,34,50,20,30,56,20,36
1,348,150,198,174,84,90,163,66,97,179,75,104,163,69,94
0,122,58,64,60,28,32,62,30,32,75,37,38,47,21,26
1,106,30,76,42,14,28,54,16,38,42,14,28,64,16,48
1,118,22,96,46,10,36,60,12,48,54,14,40,64,8,56
4,100,44,56,48,20,28,52,24,28,58,30,28,41,13,28
2,152,50,102,73,24,49,79,26,53,58,24,34,93,25,68
4,118,52,66,61,26,35,57,26,31,70,34,36,47,17,30
4,98,42,56,46,20,26,52,22,30,44,18,26,54,24,30
2,102,38,64,50,18,32,52,20,32,47,19,28,55,19,36
1,114,24,90,51,12,39,57,12,45,49,15,34,65,9,56
4,130,46,84,64,22,42,66,24,42,48,20,28,82,26,56
0,100,44,56,49,20,29,51,24,27,58,30,28,42,14,28
1,118,26,92,38,10,28,65,16,49,48,12,36,69,13,56
1,118,24,94,59,12,47,52,12,40,53,15,38,65,9,56
1,100,20,80,36,8,28,52,12,40,42,12,30,57,7,50
4,114,54,60,57,26,31,57,28,29,53,23,30,61,31,30
4,122,58,64,60,28,32,62,30,32,50,22,28,72,36,36
0,104,42,62,53,22,31,50,20,30,53,21,32,51,21,30
2,150,42,108,77,20,57,73,22,51,55,19,36,93,21,72
4,142,50,92,78,26,52,64,24,40,56,24,32,86,26,60
0,118,44,74,59,22,37,59,22,37,64,18,46,54,26,28
0,116,46,70,61,26,35,54,20,34,72,30,42,44,16,28
3,92,34,58,46,18,28,46,16,30,44,16,28,48,18,30
0,110,52,58,55,26,29,54,26,28,62,32,30,48,20,28
0,110,50,60,56,26,30,54,24,30,59,31,28,51,19,32
1,136,34,102,72,18,54,64,16,48,48,18,30,88,16,72
0,116,56,60,56,26,30,60,30,30,69,37,32,47,19,28
4,126,48,78,69,24,45,57,24,33,47,19,28,78,28,50
3,94,38,56,46,18,28,48,20,28,44,16,28,50,22,28
4,100,40,60,50,20,30,50,20,30,53,21,32,47,19,28
3,100,38,62,47,18,29,51,20,31,50,16,34,49,21,28
3,98,42,56,48,20,28,50,22,28,47,19,28,51,23,28
2,114,56,58,58,28,30,56,28,28,54,26,28,60,30,30
0,108,50,58,54,24,30,54,26,28,53,25,28,46,16,30
0,116,52,64,53,24,29,63,28,35,53,23,30,62,28,34
3,116,46,70,60,24,36,54,22,32,62,22,40,54,24,30
1,116,24,92,46,12,34,58,12,46,49,13,36,67,11,56
3,102,34,68,49,16,33,53,18,35,59,19,40,39,11,28
4,144,44,100,72,22,50,72,22,50,47,19,28,96,24,72
3,110,46,64,58,24,34,51,22,29,57,21,36,51,23,28
0,112,50,62,54,24,30,58,26,32,69,35,34,43,15,28
3,120,44,76,60,22,38,56,22,34,43,13,30,75,29,46
2,96,36,60,47,18,29,49,18,31,46,18,28,50,18,32
